id_venda,produto,quantidade,mes,nome_mes,vendedor,regiao,categoria,preco_unitario,custo_unitario,faturamento,custo_total,lucro,margem_percentual
211,Teclado Mecânico,4,7,Julho,Bruno,Centro-Oeste,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
212,Fone Bluetooth,2,12,Dezembro,Bianca,Nordeste,Áudio,649.99,279.99,1299.98,559.98,740.0,56.92395267619502
213,Headset,5,8,Agosto,Eduardo,Nordeste,Áudio,799.99,349.99,3999.95,1749.95,2250.0,56.25070313378917
214,Mouse,5,1,Janeiro,Brendon,Sul,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
215,Fone Bluetooth,4,5,Maio,Marcos,Nordeste,Áudio,649.99,279.99,2599.96,1119.96,1480.0,56.92395267619502
216,Mouse,2,2,Fevereiro,Carlos,Sul,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
217,Mouse Gamer,5,1,Janeiro,Eduardo,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
218,Webcam,3,5,Maio,Luciano,Sudeste,Vídeo,349.99,179.99,1049.97,539.97,510.0,48.57281636618189
219,Headset,1,5,Maio,Ana,Sudeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
220,SSD,1,11,Novembro,Carlos,Centro-Oeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
221,Headset,1,12,Dezembro,Bianca,Sul,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
222,Teclado Mecânico,2,7,Julho,Bianca,Nordeste,Periféricos,899.99,450.0,1799.98,900.0,899.98,49.99944443827153
223,Monitor Full HD,4,7,Julho,Bianca,Sudeste,Monitores,2799.99,1499.99,11199.96,5999.96,5199.999999999999,46.42873724549016
224,Mouse Gamer,5,11,Novembro,Marcos,Sudeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
225,Mouse,3,5,Maio,Bruno,Sudeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
226,Mouse,3,4,Abril,Ana,Sudeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
227,Placa de Vídeo,2,11,Novembro,Ana,Nordeste,Componentes,4500.0,2000.0,9000.0,4000.0,5000.0,55.55555555555556
228,Teclado,1,2,Fevereiro,Ana,Sul,Periféricos,499.99,299.99,499.99,299.99,200.0,40.00080001600032
229,HD Externo,2,9,Setembro,Carlos,Sudeste,Armazenamento,749.99,349.99,1499.98,699.98,800.0,53.334044453926055
230,Headset,4,9,Setembro,Ana,Nordeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
231,SSD,4,6,Junho,Carlos,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
232,Teclado,5,6,Junho,Bianca,Norte,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
233,Teclado Mecânico,5,11,Novembro,Luciano,Sudeste,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
234,Teclado,4,2,Fevereiro,Bianca,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
235,Mouse,4,5,Maio,Juliana,Sudeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
236,Fone Bluetooth,4,11,Novembro,Bruno,Sudeste,Áudio,649.99,279.99,2599.96,1119.96,1480.0,56.92395267619502
237,Mouse,2,9,Setembro,Carlos,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
238,Notebook,4,3,Março,Ana,Sul,Computadores,7500.0,4795.0,30000.0,19180.0,10820.0,36.06666666666667
239,Headset,3,12,Dezembro,Carlos,Centro-Oeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
240,Mouse,1,7,Julho,Brendon,Nordeste,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
241,HD Externo,4,11,Novembro,Ana,Sudeste,Armazenamento,749.99,349.99,2999.96,1399.96,1600.0,53.334044453926055
242,Placa de Vídeo,1,11,Novembro,Ana,Sul,Componentes,4500.0,2000.0,4500.0,2000.0,2500.0,55.55555555555556
243,HD Externo,2,10,Outubro,Carlos,Sudeste,Armazenamento,749.99,349.99,1499.98,699.98,800.0,53.334044453926055
244,Mouse Gamer,1,8,Agosto,Bianca,Sudeste,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
245,Notebook,2,12,Dezembro,Eduardo,Nordeste,Computadores,7500.0,4795.0,15000.0,9590.0,5410.0,36.06666666666667
246,HD Externo,3,3,Março,Brendon,Sul,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
247,Teclado,2,11,Novembro,Ana,Sudeste,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
248,Placa de Vídeo,2,4,Abril,Eduardo,Sudeste,Componentes,4500.0,2000.0,9000.0,4000.0,5000.0,55.55555555555556
249,Placa de Vídeo,5,6,Junho,Eduardo,Norte,Componentes,4500.0,2000.0,22500.0,10000.0,12500.0,55.55555555555556
250,SSD,4,6,Junho,Juliana,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
251,Mouse,4,12,Dezembro,Bianca,Sudeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
252,Teclado,3,12,Dezembro,Carlos,Sul,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
253,SSD,3,4,Abril,Bianca,Sudeste,Armazenamento,599.99,199.99,1799.97,599.97,1200.0,66.6677777962966
254,Mouse Gamer,4,1,Janeiro,Bianca,Sudeste,Periféricos,449.99,179.99,1799.96,719.96,1080.0,60.001333362963614
255,Mouse,5,11,Novembro,Ana,Sudeste,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
256,Teclado Mecânico,4,7,Julho,Luciano,Nordeste,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
257,HD Externo,5,2,Fevereiro,Bianca,Sul,Armazenamento,749.99,349.99,3749.95,1749.95,1999.9999999999998,53.33404445392604
258,Fone Bluetooth,3,10,Outubro,Ana,Sul,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
259,Teclado Mecânico,1,9,Setembro,Fernanda,Norte,Periféricos,899.99,450.0,899.99,450.0,449.99,49.99944443827153
260,Monitor Full HD,3,12,Dezembro,Bianca,Nordeste,Monitores,2799.99,1499.99,8399.97,4499.97,3899.999999999999,46.428737245490154
261,Headset,3,5,Maio,Fernanda,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
262,Memória RAM,2,7,Julho,Ana,Sudeste,Componentes,699.99,299.99,1399.98,599.98,800.0,57.14367348104973
263,Monitor Gamer,2,9,Setembro,Fernanda,Sul,Monitores,4500.0,2850.0,9000.0,5700.0,3300.0,36.666666666666664
264,Teclado Mecânico,2,11,Novembro,Ana,Nordeste,Periféricos,899.99,450.0,1799.98,900.0,899.98,49.99944443827153
265,SSD,2,9,Setembro,Luciano,Sul,Armazenamento,599.99,199.99,1199.98,399.98,800.0,66.6677777962966
266,Webcam,5,9,Setembro,Ana,Sul,Vídeo,349.99,179.99,1749.95,899.95,850.0,48.57281636618189
267,Fone Bluetooth,4,5,Maio,Juliana,Sudeste,Áudio,649.99,279.99,2599.96,1119.96,1480.0,56.92395267619502
268,Fone Bluetooth,1,11,Novembro,Luciano,Sudeste,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
269,Mouse Gamer,3,7,Julho,Eduardo,Sudeste,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
270,Mouse,5,3,Março,Marcos,Sudeste,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
271,SSD,1,10,Outubro,Fernanda,Sudeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
272,SSD,5,4,Abril,Brendon,Sul,Armazenamento,599.99,199.99,2999.95,999.95,1999.9999999999998,66.6677777962966
273,SSD,5,3,Março,Ana,Sul,Armazenamento,599.99,199.99,2999.95,999.95,1999.9999999999998,66.6677777962966
274,HD Externo,3,11,Novembro,Fernanda,Sudeste,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
275,Teclado Mecânico,4,8,Agosto,Ana,Sul,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
276,Teclado,2,11,Novembro,Bianca,Sul,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
277,SSD,4,6,Junho,Ana,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
278,Headset,3,11,Novembro,Luciano,Nordeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
279,Fone Bluetooth,3,3,Março,Brendon,Nordeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
280,SSD,3,6,Junho,Luciano,Nordeste,Armazenamento,599.99,199.99,1799.97,599.97,1200.0,66.6677777962966
281,HD Externo,1,12,Dezembro,Ana,Sul,Armazenamento,749.99,349.99,749.99,349.99,400.0,53.334044453926055
282,Mouse Gamer,4,11,Novembro,Fernanda,Sul,Periféricos,449.99,179.99,1799.96,719.96,1080.0,60.001333362963614
283,Mouse Gamer,4,8,Agosto,Brendon,Sudeste,Periféricos,449.99,179.99,1799.96,719.96,1080.0,60.001333362963614
284,Monitor Full HD,5,6,Junho,Brendon,Sudeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
285,Teclado Mecânico,5,12,Dezembro,Carlos,Sudeste,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
286,Notebook,5,9,Setembro,Fernanda,Norte,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
287,Teclado,3,11,Novembro,Luciano,Sudeste,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
288,Teclado Mecânico,4,11,Novembro,Brendon,Sudeste,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
289,Mouse,3,1,Janeiro,Fernanda,Centro-Oeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
290,Headset,1,3,Março,Fernanda,Norte,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
291,Notebook,5,10,Outubro,Bruno,Nordeste,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
292,Notebook,3,4,Abril,Ana,Sudeste,Computadores,7500.0,4795.0,22500.0,14385.0,8115.0,36.06666666666667
293,SSD,3,5,Maio,Ana,Sudeste,Armazenamento,599.99,199.99,1799.97,599.97,1200.0,66.6677777962966
294,Mouse Gamer,1,12,Dezembro,Ana,Sudeste,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
295,Monitor Gamer,2,9,Setembro,Luciano,Sudeste,Monitores,4500.0,2850.0,9000.0,5700.0,3300.0,36.666666666666664
296,Teclado Mecânico,4,11,Novembro,Juliana,Sudeste,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
297,Webcam,2,9,Setembro,Ana,Sul,Vídeo,349.99,179.99,699.98,359.98,340.0,48.57281636618189
298,Mouse,5,9,Setembro,Bianca,Norte,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
299,Headset,3,3,Março,Ana,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
300,Monitor Full HD,1,6,Junho,Eduardo,Nordeste,Monitores,2799.99,1499.99,2799.99,1499.99,1299.9999999999998,46.42873724549016
301,Notebook Gamer,1,5,Maio,Marcos,Nordeste,Computadores,11999.99,8999.99,11999.99,8999.99,3000.0,25.000020833350696
302,Teclado Mecânico,4,7,Julho,Carlos,Sudeste,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
303,Teclado Mecânico,2,11,Novembro,Ana,Nordeste,Periféricos,899.99,450.0,1799.98,900.0,899.98,49.99944443827153
304,Headset,4,7,Julho,Marcos,Sudeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
305,Fone Bluetooth,3,7,Julho,Carlos,Sudeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
306,Placa de Vídeo,4,7,Julho,Bianca,Nordeste,Componentes,4500.0,2000.0,18000.0,8000.0,10000.0,55.55555555555556
307,Teclado Mecânico,1,3,Março,Fernanda,Sudeste,Periféricos,899.99,450.0,899.99,450.0,449.99,49.99944443827153
308,Mouse Gamer,1,7,Julho,Bianca,Norte,Periféricos,449.99,179.99,449.99,179.99,270.0,60.001333362963614
309,SSD,5,4,Abril,Bruno,Sudeste,Armazenamento,599.99,199.99,2999.95,999.95,1999.9999999999998,66.6677777962966
310,Mouse,5,4,Abril,Brendon,Sul,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
311,Teclado,3,3,Março,Juliana,Sudeste,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
312,Monitor Full HD,2,6,Junho,Brendon,Sudeste,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
313,Notebook,4,11,Novembro,Ana,Sudeste,Computadores,7500.0,4795.0,30000.0,19180.0,10820.0,36.06666666666667
314,Placa de Vídeo,3,5,Maio,Brendon,Sul,Componentes,4500.0,2000.0,13500.0,6000.0,7500.0,55.55555555555556
315,SSD,5,6,Junho,Luciano,Nordeste,Armazenamento,599.99,199.99,2999.95,999.95,1999.9999999999998,66.6677777962966
316,Fone Bluetooth,4,10,Outubro,Eduardo,Centro-Oeste,Áudio,649.99,279.99,2599.96,1119.96,1480.0,56.92395267619502
317,Teclado,5,4,Abril,Carlos,Sul,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
318,Mouse,4,12,Dezembro,Bianca,Nordeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
319,Mouse,2,8,Agosto,Ana,Nordeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
320,Mouse,3,7,Julho,Eduardo,Nordeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
321,Teclado Mecânico,4,9,Setembro,Bianca,Sul,Periféricos,899.99,450.0,3599.96,1800.0,1799.96,49.99944443827153
322,Fone Bluetooth,1,4,Abril,Eduardo,Sul,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
323,Fone Bluetooth,1,9,Setembro,Luciano,Nordeste,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
324,Mouse,4,6,Junho,Luciano,Sudeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
325,Placa de Vídeo,4,12,Dezembro,Bianca,Nordeste,Componentes,4500.0,2000.0,18000.0,8000.0,10000.0,55.55555555555556
326,Webcam,4,4,Abril,Bruno,Sul,Vídeo,349.99,179.99,1399.96,719.96,680.0,48.57281636618189
327,Teclado Mecânico,1,8,Agosto,Fernanda,Sudeste,Periféricos,899.99,450.0,899.99,450.0,449.99,49.99944443827153
328,Headset,1,9,Setembro,Brendon,Sudeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
329,Teclado,4,1,Janeiro,Brendon,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
330,Mouse,5,6,Junho,Ana,Sul,Periféricos,249.99,79.99,1249.95,399.95,850.0,68.00272010880435
331,Mouse Gamer,5,11,Novembro,Brendon,Centro-Oeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
332,Webcam,2,11,Novembro,Eduardo,Sudeste,Vídeo,349.99,179.99,699.98,359.98,340.0,48.57281636618189
333,Notebook,3,6,Junho,Ana,Nordeste,Computadores,7500.0,4795.0,22500.0,14385.0,8115.0,36.06666666666667
334,Monitor Full HD,5,11,Novembro,Bianca,Centro-Oeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
335,Notebook,1,12,Dezembro,Ana,Sudeste,Computadores,7500.0,4795.0,7500.0,4795.0,2705.0,36.06666666666667
336,Notebook,5,11,Novembro,Carlos,Centro-Oeste,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
337,SSD,2,3,Março,Ana,Norte,Armazenamento,599.99,199.99,1199.98,399.98,800.0,66.6677777962966
338,Fone Bluetooth,2,11,Novembro,Ana,Nordeste,Áudio,649.99,279.99,1299.98,559.98,740.0,56.92395267619502
339,Teclado,3,6,Junho,Bianca,Nordeste,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
340,Monitor Full HD,5,12,Dezembro,Carlos,Norte,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
341,Teclado,1,8,Agosto,Luciano,Sul,Periféricos,499.99,299.99,499.99,299.99,200.0,40.00080001600032
342,Teclado,1,3,Março,Ana,Sudeste,Periféricos,499.99,299.99,499.99,299.99,200.0,40.00080001600032
343,Mouse,4,11,Novembro,Fernanda,Centro-Oeste,Periféricos,249.99,79.99,999.96,319.96,680.0,68.00272010880435
344,Teclado,1,6,Junho,Fernanda,Sul,Periféricos,499.99,299.99,499.99,299.99,200.0,40.00080001600032
345,Teclado,3,12,Dezembro,Carlos,Sul,Periféricos,499.99,299.99,1499.97,899.97,600.0,40.00080001600032
346,Headset,3,12,Dezembro,Carlos,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
347,Headset,1,10,Outubro,Bianca,Nordeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
348,Notebook,1,3,Março,Carlos,Sudeste,Computadores,7500.0,4795.0,7500.0,4795.0,2705.0,36.06666666666667
349,Mouse Gamer,4,10,Outubro,Luciano,Centro-Oeste,Periféricos,449.99,179.99,1799.96,719.96,1080.0,60.001333362963614
350,Headset,1,3,Março,Bruno,Sudeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
351,Teclado,4,1,Janeiro,Eduardo,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
352,SSD,4,11,Novembro,Carlos,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
353,Headset,1,4,Abril,Luciano,Sudeste,Áudio,799.99,349.99,799.99,349.99,450.0,56.25070313378917
354,Mouse,2,7,Julho,Bruno,Nordeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
355,Monitor Full HD,2,12,Dezembro,Bianca,Centro-Oeste,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
356,Headset,4,6,Junho,Bruno,Centro-Oeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
357,Notebook,1,6,Junho,Eduardo,Sudeste,Computadores,7500.0,4795.0,7500.0,4795.0,2705.0,36.06666666666667
358,Headset,2,12,Dezembro,Luciano,Sudeste,Áudio,799.99,349.99,1599.98,699.98,900.0,56.25070313378917
359,HD Externo,1,3,Março,Ana,Nordeste,Armazenamento,749.99,349.99,749.99,349.99,400.0,53.334044453926055
360,Teclado Mecânico,1,11,Novembro,Eduardo,Centro-Oeste,Periféricos,899.99,450.0,899.99,450.0,449.99,49.99944443827153
361,Teclado,1,12,Dezembro,Carlos,Sul,Periféricos,499.99,299.99,499.99,299.99,200.0,40.00080001600032
362,Headset,5,12,Dezembro,Bianca,Sul,Áudio,799.99,349.99,3999.95,1749.95,2250.0,56.25070313378917
363,Teclado,1,10,Outubro,Bianca,Sudeste,Periféricos,499.99,299.99,499.99,299.99,200.0,40.00080001600032
364,Teclado Mecânico,5,6,Junho,Bianca,Centro-Oeste,Periféricos,899.99,450.0,4499.95,2250.0,2249.95,49.99944443827153
365,HD Externo,4,5,Maio,Ana,Sul,Armazenamento,749.99,349.99,2999.96,1399.96,1600.0,53.334044453926055
366,Teclado,2,11,Novembro,Eduardo,Sudeste,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
367,Placa de Vídeo,2,12,Dezembro,Carlos,Sudeste,Componentes,4500.0,2000.0,9000.0,4000.0,5000.0,55.55555555555556
368,HD Externo,2,8,Agosto,Bianca,Centro-Oeste,Armazenamento,749.99,349.99,1499.98,699.98,800.0,53.334044453926055
369,Mouse,2,5,Maio,Marcos,Sudeste,Periféricos,249.99,79.99,499.98,159.98,340.0,68.00272010880435
370,Notebook Gamer,2,3,Março,Eduardo,Sudeste,Computadores,11999.99,8999.99,23999.98,17999.98,6000.0,25.000020833350696
371,Monitor Full HD,2,2,Fevereiro,Luciano,Sul,Monitores,2799.99,1499.99,5599.98,2999.98,2599.9999999999995,46.42873724549016
372,Notebook,2,10,Outubro,Fernanda,Sudeste,Computadores,7500.0,4795.0,15000.0,9590.0,5410.0,36.06666666666667
373,Monitor Full HD,4,7,Julho,Ana,Sudeste,Monitores,2799.99,1499.99,11199.96,5999.96,5199.999999999999,46.42873724549016
374,Fone Bluetooth,1,12,Dezembro,Eduardo,Nordeste,Áudio,649.99,279.99,649.99,279.99,370.0,56.92395267619502
375,Monitor Full HD,3,11,Novembro,Carlos,Centro-Oeste,Monitores,2799.99,1499.99,8399.97,4499.97,3899.999999999999,46.428737245490154
376,Mouse Gamer,5,4,Abril,Luciano,Nordeste,Periféricos,449.99,179.99,2249.95,899.95,1349.9999999999998,60.001333362963614
377,SSD,3,9,Setembro,Eduardo,Centro-Oeste,Armazenamento,599.99,199.99,1799.97,599.97,1200.0,66.6677777962966
378,Notebook,3,7,Julho,Fernanda,Sul,Computadores,7500.0,4795.0,22500.0,14385.0,8115.0,36.06666666666667
379,SSD,1,9,Setembro,Ana,Nordeste,Armazenamento,599.99,199.99,599.99,199.99,400.0,66.6677777962966
380,Mouse,1,11,Novembro,Fernanda,Sudeste,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
381,Monitor Full HD,1,11,Novembro,Carlos,Nordeste,Monitores,2799.99,1499.99,2799.99,1499.99,1299.9999999999998,46.42873724549016
382,Fone Bluetooth,2,11,Novembro,Luciano,Norte,Áudio,649.99,279.99,1299.98,559.98,740.0,56.92395267619502
383,Headset,4,5,Maio,Ana,Sudeste,Áudio,799.99,349.99,3199.96,1399.96,1800.0,56.25070313378917
384,SSD,2,1,Janeiro,Ana,Sudeste,Armazenamento,599.99,199.99,1199.98,399.98,800.0,66.6677777962966
385,Webcam,4,11,Novembro,Bruno,Sul,Vídeo,349.99,179.99,1399.96,719.96,680.0,48.57281636618189
386,SSD,4,3,Março,Brendon,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
387,Mouse,3,6,Junho,Ana,Sudeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
388,Mouse,3,1,Janeiro,Carlos,Nordeste,Periféricos,249.99,79.99,749.97,239.96999999999997,510.00000000000006,68.00272010880435
389,Webcam,4,10,Outubro,Bianca,Norte,Vídeo,349.99,179.99,1399.96,719.96,680.0,48.57281636618189
390,SSD,4,4,Abril,Ana,Sudeste,Armazenamento,599.99,199.99,2399.96,799.96,1600.0,66.6677777962966
391,Memória RAM,2,10,Outubro,Luciano,Sudeste,Componentes,699.99,299.99,1399.98,599.98,800.0,57.14367348104973
392,Teclado,2,12,Dezembro,Eduardo,Sudeste,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
393,Mouse Gamer,3,2,Fevereiro,Bianca,Centro-Oeste,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
394,Webcam,1,2,Fevereiro,Eduardo,Sul,Vídeo,349.99,179.99,349.99,179.99,170.0,48.57281636618189
395,Mouse Gamer,4,6,Junho,Brendon,Sudeste,Periféricos,449.99,179.99,1799.96,719.96,1080.0,60.001333362963614
396,HD Externo,2,11,Novembro,Eduardo,Sul,Armazenamento,749.99,349.99,1499.98,699.98,800.0,53.334044453926055
397,SSD,3,4,Abril,Luciano,Sudeste,Armazenamento,599.99,199.99,1799.97,599.97,1200.0,66.6677777962966
398,Teclado,2,6,Junho,Eduardo,Sul,Periféricos,499.99,299.99,999.98,599.98,400.0,40.00080001600032
399,Webcam,4,2,Fevereiro,Ana,Centro-Oeste,Vídeo,349.99,179.99,1399.96,719.96,680.0,48.57281636618189
400,Webcam,4,11,Novembro,Bianca,Sul,Vídeo,349.99,179.99,1399.96,719.96,680.0,48.57281636618189
401,Monitor Full HD,5,7,Julho,Luciano,Nordeste,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
402,HD Externo,1,11,Novembro,Fernanda,Sudeste,Armazenamento,749.99,349.99,749.99,349.99,400.0,53.334044453926055
403,Teclado,5,12,Dezembro,Bruno,Nordeste,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
404,SSD,3,5,Maio,Eduardo,Nordeste,Armazenamento,599.99,199.99,1799.97,599.97,1200.0,66.6677777962966
405,Mouse Gamer,2,11,Novembro,Ana,Sudeste,Periféricos,449.99,179.99,899.98,359.98,540.0,60.001333362963614
406,HD Externo,3,2,Fevereiro,Bianca,Sul,Armazenamento,749.99,349.99,2249.9700000000003,1049.97,1200.0000000000002,53.334044453926055
407,Teclado,4,12,Dezembro,Eduardo,Sudeste,Periféricos,499.99,299.99,1999.96,1199.96,800.0,40.00080001600032
408,Notebook,5,10,Outubro,Ana,Nordeste,Computadores,7500.0,4795.0,37500.0,23975.0,13525.0,36.06666666666667
409,HD Externo,5,12,Dezembro,Eduardo,Sudeste,Armazenamento,749.99,349.99,3749.95,1749.95,1999.9999999999998,53.33404445392604
410,Monitor Full HD,5,1,Janeiro,Eduardo,Norte,Monitores,2799.99,1499.99,13999.949999999999,7499.95,6499.999999999999,46.42873724549016
411,Mouse Gamer,3,4,Abril,Marcos,Sudeste,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
412,Placa de Vídeo,4,7,Julho,Carlos,Nordeste,Componentes,4500.0,2000.0,18000.0,8000.0,10000.0,55.55555555555556
413,Placa de Vídeo,2,7,Julho,Bruno,Nordeste,Componentes,4500.0,2000.0,9000.0,4000.0,5000.0,55.55555555555556
414,Teclado Mecânico,2,5,Maio,Bruno,Nordeste,Periféricos,899.99,450.0,1799.98,900.0,899.98,49.99944443827153
415,Headset,3,7,Julho,Carlos,Sudeste,Áudio,799.99,349.99,2399.9700000000003,1049.97,1350.0000000000002,56.25070313378917
416,Teclado,5,3,Março,Bianca,Sul,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
417,Mouse,1,7,Julho,Ana,Nordeste,Periféricos,249.99,79.99,249.99,79.99,170.0,68.00272010880435
418,Mouse Gamer,3,11,Novembro,Eduardo,Sudeste,Periféricos,449.99,179.99,1349.97,539.97,810.0,60.001333362963614
419,Fone Bluetooth,3,8,Agosto,Carlos,Sudeste,Áudio,649.99,279.99,1949.97,839.97,1110.0,56.92395267619502
420,Webcam,4,1,Janeiro,Fernanda,Sul,Vídeo,349.99,179.99,1399.96,719.96,680.0,48.57281636618189
421,SSD,2,7,Julho,Eduardo,Sul,Armazenamento,599.99,199.99,1199.98,399.98,800.0,66.6677777962966
422,Webcam,3,1,Janeiro,Bianca,Sudeste,Vídeo,349.99,179.99,1049.97,539.97,510.0,48.57281636618189
423,Monitor Full HD,3,12,Dezembro,Carlos,Sudeste,Monitores,2799.99,1499.99,8399.97,4499.97,3899.999999999999,46.428737245490154
424,Teclado,5,3,Março,Luciano,Sudeste,Periféricos,499.99,299.99,2499.95,1499.95,999.9999999999998,40.00080001600031
